516.088806 -75.648170     -2540.557861 7045.677246     7464.502930 -2570.902344     
518.551575 -74.656860     -2628.687988 7031.094238     7452.515625 -2662.802490     
521.009033 -73.653831     -2716.554443 7015.925781     7439.897461 -2754.462402     
523.461121 -72.639183     -2804.151123 7000.176270     7426.652832 -2845.875000     
525.907715 -71.612999     -2891.472412 6983.850098     7412.787109 -2937.033203     
528.348633 -70.575394     -2978.512695 6966.952148     7398.304688 -3027.930176     
530.783936 -69.526451     -3065.266357 6949.487793     7383.210938 -3118.559326     
533.213379 -68.466263     -3151.728027 6931.461426     7367.510254 -3208.914062     
535.636841 -67.394943     -3237.892578 6912.878418     7351.208008 -3298.987549     
538.054260 -66.312584     -3323.754639 6893.744141     7334.309570 -3388.773682     
540.465515 -65.219292     -3409.308838 6874.063477     7316.819824 -3478.266113     
542.870544 -64.115173     -3494.550781 6853.840820     7298.743652 -3567.458740     
545.269226 -63.000320     -3579.475586 6833.081543     7280.087402 -3656.345703     
547.661499 -61.874836     -3664.078613 6811.791016     7260.855469 -3744.921143     
550.047241 -60.738827     -3748.354980 6789.974609     7241.054199 -3833.179443     
552.426331 -59.592396     -3832.300293 6767.637207     7220.687988 -3921.114990     
554.798706 -58.435646     -3915.910400 6744.783691     7199.763184 -4008.722656     
557.164368 -57.268681     -3999.180664 6721.419922     7178.285645 -4095.996826     
559.523132 -56.091606     -4082.107178 6697.550781     7156.260254 -4182.932129     
561.874878 -54.904530     -4164.686035 6673.181641     7133.692871 -4269.524414     
564.219666 -53.707554     -4246.913086 6648.317871     7110.589355 -4355.768066     
566.557312 -52.500782     -4328.784668 6622.964355     7086.955078 -4441.658691     
568.887756 -51.284321     -4410.296875 6597.125977     7062.796387 -4527.191406     
571.210999 -50.058277     -4491.446289 6570.809082     7038.118652 -4612.361816     
573.526855 -48.822758     -4572.229980 6544.018066     7012.927246 -4697.165527     
575.835388 -47.577866     -4652.643555 6516.758789     6987.228027 -4781.598145     
578.136414 -46.323700     -4732.684082 6489.036133     6961.027344 -4865.656250     
580.429932 -45.060375     -4812.348145 6460.855469     6934.330566 -4949.335449     
582.715881 -43.787991     -4891.633301 6432.222168     6907.143555 -5032.631836     
584.994202 -42.506653     -4970.536133 6403.141113     6879.472168 -5115.541504     
587.264771 -41.216465     -5049.053711 6373.617676     6851.322266 -5198.061035     
589.527649 -39.917534     -5127.183105 6343.657227     6822.699707 -5280.187012     
591.782654 -38.609962     -5204.921875 6313.265137     6793.609863 -5361.916016     
594.029846 -37.293850     -5282.267578 6282.445801     6764.059082 -5443.244629     
596.269043 -35.969307     -5359.217285 6251.205566     6734.052734 -5524.169922     
598.500305 -34.636429     -5435.768066 6219.548340     6703.596680 -5604.688477     
600.723572 -33.295322     -5511.918457 6187.479980     6672.696289 -5684.797363     
602.938782 -31.946087     -5587.665527 6155.005371     6641.357910 -5764.494141     
605.145874 -30.588827     -5663.007324 6122.129883     6609.586914 -5843.775879     
607.344788 -29.223640     -5737.941895 6088.857910     6577.389160 -5922.640137     
609.535522 -27.850632     -5812.467285 6055.194824     6544.770020 -6001.084473     
611.718079 -26.469898     -5886.581055 6021.145996     6511.735352 -6079.106445     
613.892334 -25.081539     -5960.281250 5986.715820     6478.290527 -6156.703125     
616.058289 -23.685656     -6033.566406 5951.909668     6444.441406 -6233.872559     
618.215942 -22.282345     -6106.434570 5916.731934     6410.193359 -6310.612793     
620.365234 -20.871704     -6178.883789 5881.187988     6375.551758 -6386.921387     
622.506042 -19.453831     -6250.912598 5845.282715     6340.522461 -6462.796875     
624.638489 -18.028824     -6322.520020 5809.020508     6305.110840 -6538.236816     
626.762451 -16.596777     -6393.704102 5772.406738     6269.322266 -6613.239746     
628.877930 -15.157786     -6464.463379 5735.445801     6233.162109 -6687.804199     
630.984863 -13.711946     -6534.796387 5698.142578     6196.635742 -6761.928223     
633.083252 -12.259353     -6604.702148 5660.501953     6159.748535 -6835.610352     
635.173096 -10.800097     -6674.179688 5622.528809     6122.505371 -6908.849609     
637.254333 -9.334274     -6743.227051 5584.227051     6084.912109 -6981.643555     
639.326904 -7.861975     -6811.843262 5545.601562     6046.973633 -7053.991699     
641.390869 -6.383290     -6880.027832 5506.657227     6008.694824 -7125.892578     
643.446167 -4.898313     -6947.779297 5467.398438     5970.081055 -7197.344727     
645.492798 -3.407131     -7015.096680 5427.829102     5931.138184 -7268.347168     
647.530762 -1.909835     -7081.979004 5387.954590     5891.870117 -7338.898926     
649.559998 -0.406514     -7148.425781 5347.778809     5852.282227 -7408.999512     
651.580505 1.102744     -7214.436035 5307.306152     5812.379883 -7478.647461     
653.592224 2.617853     -7280.009277 5266.541016     5772.167480 -7547.841797     
655.595215 4.138724     -7345.144531 5225.488281     5731.649902 -7616.582031     
657.589417 5.665273     -7409.840820 5184.151367     5690.832520 -7684.867676     
659.574829 7.197414     -7474.098145 5142.535156     5649.719727 -7752.697266     
661.551453 8.735064     -7537.915527 5100.643555     5608.316406 -7820.070801     
663.519287 10.278136     -7601.292480 5058.480957     5566.626953 -7886.987793     
665.478333 11.826550     -7664.228516 5016.051758     5524.656250 -7953.447266     
667.428528 13.380221     -7726.723145 4973.359863     5482.408691 -8019.448730     
669.369873 14.939070     -7788.776367 4930.409180     5439.889160 -8084.992188     
671.302429 16.503012     -7850.387207 4887.203613     5397.102539 -8150.077148     
673.226135 18.071970     -7911.555664 4843.747559     5354.052246 -8214.703125     
675.140930 19.645864     -7972.281250 4800.044434     5310.743652 -8278.870117     
677.046875 21.224617     -8032.563477 4756.098633     5267.180664 -8342.578125     
678.943909 22.808147     -8092.402832 4711.914062     5223.368164 -8405.826172     
680.832092 24.396379     -8151.798828 4667.494629     5179.310059 -8468.614258     
682.711426 25.989235     -8210.750977 4622.844238     5135.010742 -8530.943359     
684.581848 27.586637     -8269.259766 4577.966309     5090.474609 -8592.812500     
686.443420 29.188513     -8327.324219 4532.865234     5045.705566 -8654.221680     
688.296082 30.794788     -8384.945312 4487.544434     5000.708008 -8715.170898     
690.139893 32.405388     -8442.122070 4442.007324     4955.485840 -8775.660156     
691.974854 34.020237     -8498.855469 4396.257812     4910.042969 -8835.689453     
693.800903 35.639263     -8555.144531 4350.299316     4864.383301 -8895.258789     
695.618103 37.262398     -8610.989258 4304.135742     4818.511230 -8954.368164     
697.426392 38.889568     -8666.390625 4257.770996     4772.430664 -9013.018555     
699.225830 40.520702     -8721.347656 4211.207520     4726.145508 -9071.209961     
701.016357 42.155731     -8775.861328 4164.449707     4679.659180 -9128.941406     
702.798035 43.794586     -8829.931641 4117.500977     4632.976074 -9186.214844     
704.570801 45.437195     -8883.557617 4070.364258     4586.099609 -9243.029297     
706.334717 47.083492     -8936.740234 4023.043457     4539.033691 -9299.385742     
708.089783 48.733410     -8989.480469 3975.541748     4491.782227 -9355.285156     
709.835999 50.386879     -9041.777344 3927.862305     4444.348633 -9410.726562     
711.573364 52.043835     -9093.631836 3880.008789     4396.736328 -9465.710938     
713.301941 53.704216     -9145.043945 3831.984131     4348.949219 -9520.238281     
715.021667 55.367954     -9196.014648 3783.791748     4300.990723 -9574.309570     
716.732544 57.034985     -9246.542969 3735.434814     4252.864258 -9627.925781     
718.434570 58.705242     -9296.629883 3686.916504     4204.573242 -9681.085938     
720.127808 60.378666     -9346.275391 3638.239990     4156.121094 -9733.791016     
721.812195 62.055195     -9395.479492 3589.408447     4107.511230 -9786.041992     
723.487793 63.734768     -9444.243164 3540.425049     4058.747314 -9837.839844     
725.154602 65.417313     -9492.567383 3491.292725     4009.832275 -9889.184570     
726.812561 67.102783     -9540.452148 3442.014404     3960.769531 -9940.076172     
728.461731 68.791107     -9587.897461 3392.593262     3911.562500 -9990.515625     
730.102173 70.482231     -9634.903320 3343.032227     3862.213867 -10040.503906     
731.733826 72.176102     -9681.470703 3293.334473     3812.727295 -10090.041016     
733.356689 73.872658     -9727.600586 3243.502686     3763.105713 -10139.127930     
734.970825 75.571831     -9773.292969 3193.539795     3713.352539 -10187.765625     
736.576172 77.273567     -9818.547852 3143.448486     3663.470459 -10235.954102     
738.172791 78.977814     -9863.366211 3093.231689     3613.462646 -10283.693359     
739.760742 80.684517     -9907.749023 3042.892578     3563.332275 -10330.986328     
741.339966 82.393616     -9951.696289 2992.433594     3513.082275 -10377.832031     
742.910522 84.105057     -9995.208008 2941.857666     3462.715332 -10424.230469     
744.472351 85.818787     -10038.285156 2891.167480     3412.234619 -10470.184570     
746.025513 87.534744     -10080.928711 2840.365723     3361.642822 -10515.693359     
747.570007 89.252884     -10123.138672 2789.455078     3310.943115 -10560.757812     
749.105835 90.973152     -10164.915039 2738.438477     3260.137939 -10605.378906     
750.632996 92.695496     -10206.258789 2687.318115     3209.230225 -10649.557617     
752.151550 94.419853     -10247.171875 2636.096924     3158.222900 -10693.294922     
753.661438 96.146179     -10287.653320 2584.777344     3107.118408 -10736.590820     
755.162720 97.874420     -10327.704102 2533.362061     3055.919678 -10779.445312     
756.655396 99.604530     -10367.325195 2481.853516     3004.629395 -10821.861328     
758.139526 101.336456     -10406.516602 2430.254395     2953.250000 -10863.837891     
759.615051 103.070145     -10445.279297 2378.567139     2901.784180 -10905.376953     
761.082031 104.805550     -10483.614258 2326.794189     2850.234619 -10946.478516     
762.540466 106.542625     -10521.521484 2274.937988     2798.603760 -10987.143555     
763.990356 108.281319     -10559.000977 2223.000977     2746.894287 -11027.373047     
765.431702 110.021576     -10596.054688 2170.985352     2695.108643 -11067.167969     
766.864502 111.763351     -10632.682617 2118.893799     2643.249512 -11106.529297     
768.288818 113.506607     -10668.884766 2066.728760     2591.319092 -11145.457031     
769.704651 115.251289     -10704.663086 2014.492310     2539.319824 -11183.952148     
771.112061 116.997353     -10740.017578 1962.186890     2487.254395 -11222.016602     
772.510986 118.744751     -10774.948242 1909.814819     2435.125000 -11259.649414     
773.901428 120.493439     -10809.458008 1857.378418     2382.933594 -11296.853516     
775.283447 122.243370     -10843.544922 1804.879883     2330.683105 -11333.627930     
776.657043 123.994499     -10877.210938 1752.321533     2278.375732 -11369.974609     
778.022217 125.746780     -10910.457031 1699.705566     2226.013672 -11405.894531     
779.378967 127.500168     -10943.283203 1647.034302     2173.599121 -11441.387695     
780.727356 129.254623     -10975.689453 1594.309814     2121.134521 -11476.455078     
782.067383 131.010101     -11007.677734 1541.534302     2068.622070 -11511.097656     
783.399048 132.766556     -11039.248047 1488.709839     2016.063721 -11545.317383     
784.722412 134.523941     -11070.401367 1435.838623     1963.461914 -11579.113281     
786.037415 136.282227     -11101.138672 1382.922852     1910.818726 -11612.487305     
787.344116 138.041367     -11131.459961 1329.964600     1858.136353 -11645.440430     
788.642517 139.801315     -11161.366211 1276.965942     1805.416870 -11677.973633     
789.932617 141.562027     -11190.858398 1223.928955     1752.662231 -11710.086914     
791.214417 143.323471     -11219.936523 1170.855591     1699.874756 -11741.781250     
792.487976 145.085602     -11248.601562 1117.747925     1647.056274 -11773.057617     
793.753296 146.848373     -11276.855469 1064.608154     1594.209106 -11803.916992     
795.010437 148.611771     -11304.697266 1011.438110     1541.334961 -11834.361328     
796.259338 150.375717     -11332.128906 958.239746     1488.436035 -11864.389648     
797.500061 152.140198     -11359.150391 905.015137     1435.514160 -11894.003906     
798.732544 153.905167     -11385.761719 851.766235     1382.571411 -11923.205078     
799.956848 155.670578     -11411.965820 798.494934     1329.609741 -11951.994141     
801.173035 157.436401     -11437.760742 745.203125     1276.631104 -11980.371094     
802.381042 159.202606     -11463.148438 691.892761     1223.637329 -12008.336914     
803.580933 160.969147     -11488.130859 638.565796     1170.630371 -12035.892578     
804.772705 162.735962     -11512.707031 585.223999     1117.612061 -12063.039062     
805.956421 164.503052     -11536.876953 531.869324     1064.584229 -12089.777344     
807.132019 166.270355     -11560.643555 478.503601     1011.548828 -12116.108398     
808.299561 168.037857     -11584.005859 425.128632     958.507629 -12142.033203     
809.459045 169.805496     -11606.965820 371.746277     905.462402 -12167.551758     
810.610474 171.573242     -11629.523438 318.358337     852.414917 -12192.666992     
811.753845 173.341080     -11651.679688 264.966614     799.367004 -12217.376953     
812.889221 175.108948     -11673.435547 211.572891     746.320435 -12241.683594     
814.016541 176.876831     -11694.791016 158.178955     693.276917 -12265.588867     
815.135925 178.644684     -11715.747070 104.786552     640.238220 -12289.092773     
816.247375 180.412460     -11736.304688 51.397434     587.206055 -12312.196289     
817.350830 182.180145     -11756.463867 -1.986665     534.182068 -12334.900391     
818.446350 183.947693     -11776.225586 -55.364021     481.168060 -12357.206055     
819.533936 185.715073     -11795.591797 -108.732925     428.165619 -12379.113281     
820.613586 187.482254     -11814.561523 -162.091675     375.176392 -12400.623047     
821.685303 189.249207     -11833.137695 -215.438583     322.202057 -12421.737305     
822.749146 191.015884     -11851.318359 -268.771973     269.244263 -12442.455078     
823.805115 192.782257     -11869.105469 -322.090179     216.304626 -12462.779297     
824.853271 194.548309     -11886.500000 -375.391571     163.384750 -12482.708984     
825.893555 196.313965     -11903.501953 -428.674469     110.486229 -12502.247070     
826.926025 198.079224     -11920.112305 -481.937256     57.610634 -12521.392578     
827.950684 199.844055     -11936.333008 -535.178345     4.759538 -12540.146484     
828.967529 201.608414     -11952.163086 -588.396057     -48.065502 -12558.510742     
829.976562 203.372284     -11967.603516 -641.588806     -100.862938 -12576.484375     
830.977844 205.135620     -11982.656250 -694.755066     -153.631226 -12594.070312     
831.971375 206.898392     -11997.320312 -747.893188     -206.368851 -12611.267578     
832.957153 208.660583     -12011.597656 -801.001648     -259.074310 -12628.078125     
833.935242 210.422150     -12025.488281 -854.078857     -311.746124 -12644.502930     
834.905579 212.183060     -12038.993164 -907.123291     -364.382751 -12660.541016     
835.868225 213.943283     -12052.113281 -960.133362     -416.982758 -12676.195312     
836.823181 215.702789     -12064.848633 -1013.107544     -469.544678 -12691.465820     
837.770447 217.461548     -12077.200195 -1066.044434     -522.067017 -12706.353516     
838.710022 219.219528     -12089.168945 -1118.942383     -574.548340 -12720.858398     
839.641968 220.976700     -12100.754883 -1171.799927     -626.987244 -12734.982422     
840.566284 222.733032     -12111.958984 -1224.615479     -679.382324 -12748.725586     
841.483032 224.488510     -12122.783203 -1277.387695     -731.732117 -12762.088867     
842.392151 226.243088     -12133.226562 -1330.114990     -784.035156 -12775.073242     
843.293701 227.996735     -12143.291016 -1382.796021     -836.290161 -12787.679688     
844.187622 229.749420     -12152.976562 -1435.429199     -888.495667 -12799.909180     
845.073975 231.501129     -12162.284180 -1488.013062     -940.650330 -12811.761719     
845.952820 233.251816     -12171.214844 -1540.546265     -992.752808 -12823.238281     
846.824097 235.001465     -12179.768555 -1593.027344     -1044.801636 -12834.339844     
847.687866 236.750046     -12187.945312 -1645.454712     -1096.795654 -12845.066406     
848.544128 238.497528     -12195.747070 -1697.827271     -1148.733276 -12855.420898     
849.392944 240.243896     -12203.173828 -1750.143311     -1200.613403 -12865.402344     
850.234253 241.989105     -12210.226562 -1802.401489     -1252.434570 -12875.010742     
851.068115 243.733124     -12216.907227 -1854.600464     -1304.195557 -12884.249023     
851.894470 245.475937     -12223.214844 -1906.738892     -1355.895020 -12893.116211     
852.713379 247.217499     -12229.149414 -1958.815186     -1407.531494 -12901.614258     
853.524902 248.957794     -12234.713867 -2010.828125     -1459.103882 -12909.743164     
854.328979 250.696793     -12239.907227 -2062.776367     -1510.610840 -12917.503906     
855.125671 252.434479     -12244.730469 -2114.658447     -1562.051025 -12924.897461     
855.914978 254.170807     -12249.184570 -2166.472900     -1613.423340 -12931.923828     
856.696960 255.905762     -12253.270508 -2218.218506     -1664.726318 -12938.583984     
857.471558 257.639313     -12256.988281 -2269.894043     -1715.958862 -12944.879883     
858.238831 259.371429     -12260.338867 -2321.498047     -1767.119751 -12950.810547     
858.998718 261.102081     -12263.323242 -2373.029053     -1818.207642 -12956.377930     
859.751282 262.831268     -12265.941406 -2424.485596     -1869.221313 -12961.582031     
860.496582 264.558929     -12268.194336 -2475.866943     -1920.159424 -12966.423828     
861.234558 266.285065     -12270.083008 -2527.171387     -1971.020874 -12970.904297     
861.965271 268.009644     -12271.608398 -2578.397461     -2021.804443 -12975.024414     
862.688660 269.732605     -12272.769531 -2629.544189     -2072.508789 -12978.784180     
863.404846 271.453979     -12273.568359 -2680.610107     -2123.133057 -12982.184570     
864.113831 273.173706     -12274.005859 -2731.593750     -2173.675537 -12985.226562     
864.815552 274.891754     -12274.081055 -2782.494141     -2224.135498 -12987.911133     
865.510071 276.608093     -12273.795898 -2833.309814     -2274.511475 -12990.238281     
866.197388 278.322723     -12273.151367 -2884.039307     -2324.802490 -12992.208008     
866.877502 280.035645     -12272.146484 -2934.681885     -2375.007324 -12993.823242     
867.550415 281.746765     -12270.783203 -2985.235840     -2425.124756 -12995.083008     
868.216187 283.456116     -12269.062500 -3035.699951     -2475.153564 -12995.987305     
868.874817 285.163605     -12266.984375 -3086.072998     -2525.092529 -12996.539062     
869.526306 286.869263     -12264.548828 -3136.353760     -2574.940674 -12996.737305     
870.170715 288.573090     -12261.757812 -3186.541016     -2624.697021 -12996.583008     
870.807983 290.274994     -12258.611328 -3236.633301     -2674.360107 -12996.078125     
871.438171 291.974976     -12255.109375 -3286.629639     -2723.928955 -12995.221680     
872.061279 293.673004     -12251.252930 -3336.528564     -2773.402344 -12994.015625     
872.677307 295.369080     -12247.043945 -3386.328857     -2822.779053 -12992.459961     
873.286255 297.063171     -12242.481445 -3436.029541     -2872.058105 -12990.554688     
873.888123 298.755219     -12237.566406 -3485.629150     -2921.238525 -12988.301758     
874.482971 300.445221     -12232.299805 -3535.126465     -2970.318848 -12985.701172     
875.070801 302.133148     -12226.681641 -3584.520264     -3019.298096 -12982.752930     
875.651672 303.819000     -12220.712891 -3633.809570     -3068.175293 -12979.458984     
876.225525 305.502747     -12214.395508 -3682.992676     -3116.949219 -12975.819336     
876.792419 307.184326     -12207.728516 -3732.068848     -3165.618652 -12971.834961     
877.352295 308.863739     -12200.712891 -3781.036621     -3214.182861 -12967.506836     
877.905212 310.540955     -12193.349609 -3829.895020     -3262.640381 -12962.834961     
878.451172 312.215973     -12185.638672 -3878.642334     -3310.990479 -12957.819336     
878.990234 313.888763     -12177.581055 -3927.277832     -3359.231689 -12952.461914     
879.522339 315.559265     -12169.177734 -3975.800293     -3407.363037 -12946.762695     
880.047546 317.227509     -12160.428711 -4024.208252     -3455.383789 -12940.722656     
880.565857 318.893402     -12151.334961 -4072.500977     -3503.292480 -12934.342773     
881.077332 320.556976     -12141.897461 -4120.676758     -3551.088379 -12927.623047     
881.581909 322.218201     -12132.116211 -4168.734863     -3598.770020 -12920.563477     
882.079651 323.877045     -12121.991211 -4216.673828     -3646.336426 -12913.166016     
882.570496 325.533478     -12111.524414 -4264.492188     -3693.786621 -12905.430664     
883.054504 327.187469     -12100.715820 -4312.188965     -3741.119629 -12897.358398     
883.531677 328.839020     -12089.566406 -4359.763184     -3788.334473 -12888.950195     
884.002075 330.488098     -12078.075195 -4407.213867     -3835.429932 -12880.205078     
884.465637 332.134674     -12066.245117 -4454.539551     -3882.404785 -12871.125000     
884.922424 333.778748     -12054.075195 -4501.738770     -3929.258301 -12861.709961     
885.372437 335.420258     -12041.566406 -4548.811035     -3975.989258 -12851.960938     
885.815735 337.059204     -12028.720703 -4595.754883     -4022.596680 -12841.878906     
886.252258 338.695557     -12015.537109 -4642.568848     -4069.079590 -12831.462891     
886.682068 340.329285     -12002.015625 -4689.251953     -4115.437012 -12820.715820     
887.105103 341.960388     -11988.159180 -4735.802734     -4161.667480 -12809.636719     
887.521423 343.588837     -11973.966797 -4782.220703     -4207.770508 -12798.226562     
887.931030 345.214569     -11959.438477 -4828.504395     -4253.744629 -12786.486328     
888.333923 346.837616     -11944.576172 -4874.652832     -4299.589355 -12774.416016     
888.730164 348.457916     -11929.379883 -4920.664551     -4345.303223 -12762.016602     
889.119751 350.075470     -11913.849609 -4966.538574     -4390.885254 -12749.289062     
889.502625 351.690247     -11897.986328 -5012.273438     -4436.333984 -12736.233398     
889.878906 353.302216     -11881.791992 -5057.868164     -4481.648926 -12722.849609     
890.248596 354.911377     -11865.265625 -5103.321777     -4526.829102 -12709.139648     
890.611633 356.517700     -11848.408203 -5148.633301     -4571.873047 -12695.103516     
890.968079 358.121124     -11831.220703 -5193.801270     -4616.780273 -12680.741211     
891.317932 359.721680     -11813.703125 -5238.824219     -4661.549316 -12666.053711     
891.661194 361.319305     -11795.856445 -5283.701172     -4706.179688 -12651.041992     
891.997864 362.914001     -11777.681641 -5328.431641     -4750.669922 -12635.706055     
892.327942 364.505737     -11759.178711 -5373.013672     -4795.019531 -12620.046875     
892.651489 366.094482     -11740.347656 -5417.446777     -4839.227051 -12604.065430     
892.968506 367.680206     -11721.189453 -5461.729492     -4883.291504 -12587.761719     
893.278992 369.262909     -11701.705078 -5505.860352     -4927.211914 -12571.135742     
893.583008 370.842560     -11681.895508 -5549.838379     -4970.987305 -12554.188477     
893.880493 372.419128     -11661.759766 -5593.663086     -5014.616699 -12536.921875     
894.171509 373.992584     -11641.300781 -5637.332520     -5058.099121 -12519.334961     
894.455994 375.562927     -11620.517578 -5680.846191     -5101.433594 -12501.427734     
894.734009 377.130157     -11599.410156 -5724.202637     -5144.618652 -12483.203125     
895.005554 378.694183     -11577.980469 -5767.400391     -5187.653809 -12464.660156     
895.270691 380.255035     -11556.228516 -5810.438477     -5230.538086 -12445.798828     
895.529358 381.812683     -11534.155273 -5853.315918     -5273.270020 -12426.620117     
895.781616 383.367065     -11511.759766 -5896.031738     -5315.849121 -12407.125000     
896.027466 384.918213     -11489.044922 -5938.584961     -5358.273926 -12387.314453     
896.266968 386.466064     -11466.009766 -5980.974121     -5400.543945 -12367.187500     
896.500061 388.010620     -11442.655273 -6023.197754     -5442.657715 -12346.747070     
896.726807 389.551849     -11418.982422 -6065.254883     -5484.614258 -12325.991211     
896.947144 391.089722     -11394.991211 -6107.144531     -5526.412598 -12304.921875     
897.161133 392.624237     -11370.681641 -6148.865723     -5568.052246 -12283.539062     
897.368774 394.155365     -11346.056641 -6190.416992     -5609.531738 -12261.843750     
897.570068 395.683044     -11321.114258 -6231.797363     -5650.850098 -12239.835938     
897.765076 397.207306     -11295.855469 -6273.005371     -5692.005859 -12217.516602     
897.953735 398.728088     -11270.281250 -6314.040039     -5732.998535 -12194.886719     
898.136108 400.245392     -11244.393555 -6354.900391     -5773.827148 -12171.946289     
898.312195 401.759186     -11218.191406 -6395.585449     -5814.490234 -12148.695312     
898.482056 403.269440     -11191.674805 -6436.093750     -5854.987305 -12125.134766     
898.645630 404.776154     -11164.846680 -6476.423828     -5895.317383 -12101.265625     
898.802979 406.279297     -11137.705078 -6516.575195     -5935.479004 -12077.087891     
898.954102 407.778809     -11110.251953 -6556.546387     -5975.471680 -12052.602539     
899.098999 409.274719     -11082.487305 -6596.336426     -6015.293945 -12027.810547     
899.237671 410.766937     -11054.412109 -6635.944336     -6054.945312 -12002.710938     
899.370117 412.255524     -11026.027344 -6675.368652     -6094.424316 -11977.304688     
899.496338 413.740417     -10997.332031 -6714.607910     -6133.729980 -11951.592773     
899.616394 415.221558     -10968.329102 -6753.661133     -6172.861328 -11925.576172     
899.730286 416.698975     -10939.017578 -6792.527832     -6211.817871 -11899.254883     
899.838074 418.172638     -10909.397461 -6831.206055     -6250.598145 -11872.628906     
899.939697 419.642517     -10879.470703 -6869.695312     -6289.201172 -11845.699219     
900.035217 421.108582     -10849.237305 -6907.993652     -6327.625488 -11818.466797     
900.124573 422.570801     -10818.697266 -6946.100098     -6365.870605 -11790.931641     
900.207825 424.029175     -10787.851562 -6984.013672     -6403.935547 -11763.093750     
900.284973 425.483673     -10756.702148 -7021.733398     -6441.818848 -11734.954102     
900.356018 426.934265     -10725.248047 -7059.258301     -6479.520020 -11706.514648     
900.421021 428.380920     -10693.490234 -7096.586914     -6517.037598 -11677.774414     
900.479919 429.823608     -10661.429688 -7133.717285     -6554.370605 -11648.733398     
900.532776 431.262329     -10629.066406 -7170.649414     -6591.518555 -11619.393555     
900.579590 432.697083     -10596.401367 -7207.381348     -6628.479980 -11589.754883     
900.620422 434.127777     -10563.435547 -7243.912598     -6665.253418 -11559.817383     
900.655212 435.554443     -10530.167969 -7280.241211     -6701.837891 -11529.582031     
900.684021 436.977051     -10496.600586 -7316.366211     -6738.232910 -11499.049805     
900.706848 438.395569     -10462.733398 -7352.286621     -6774.437500 -11468.220703     
900.723694 439.809967     -10428.567383 -7388.001465     -6810.450195 -11437.094727     
900.734558 441.220215     -10394.102539 -7423.509277     -6846.270020 -11405.672852     
900.739441 442.626312     -10359.339844 -7458.808594     -6881.895996 -11373.956055     
900.738342 444.028229     -10324.280273 -7493.898926     -6917.327148 -11341.944336     
900.731323 445.425903     -10288.923828 -7528.778809     -6952.562500 -11309.637695     
900.718384 446.819366     -10253.271484 -7563.446777     -6987.601074 -11277.037109     
900.699585 448.208557     -10217.324219 -7597.901855     -7022.441895 -11244.143555     
900.674866 449.593475     -10181.082031 -7632.142578     -7057.083496 -11210.957031     
900.644287 450.974091     -10144.544922 -7666.167969     -7091.524902 -11177.478516     
900.607849 452.350342     -10107.714844 -7699.976562     -7125.765137 -11143.708008     
900.565491 453.722260     -10070.591797 -7733.567383     -7159.802734 -11109.646484     
900.517334 455.089783     -10033.175781 -7766.938965     -7193.637207 -11075.293945     
900.463318 456.452911     -9995.467773 -7800.090332     -7227.267090 -11040.651367     
900.403442 457.811615     -9957.469727 -7833.020508     -7260.691406 -11005.719727     
900.337769 459.165863     -9919.180664 -7865.728027     -7293.909180 -10970.498047     
900.266296 460.515625     -9880.601562 -7898.210938     -7326.919434 -10934.987305     
900.189087 461.860870     -9841.733398 -7930.468750     -7359.721191 -10899.188477     
900.106079 463.201599     -9802.576172 -7962.500488     -7392.312988 -10863.102539     
900.017334 464.537781     -9763.130859 -7994.304199     -7424.693848 -10826.729492     
899.922791 465.869385     -9723.398438 -8025.878906     -7456.862305 -10790.069336     
899.822510 467.196381     -9683.378906 -8057.223633     -7488.817871 -10753.123047     
899.716492 468.518738     -9643.073242 -8088.336914     -7520.559082 -10715.891602     
899.604797 469.836456     -9602.482422 -8119.217285     -7552.084961 -10678.375000     
899.487366 471.149506     -9561.606445 -8149.863770     -7583.394531 -10640.574219     
899.364258 472.457825     -9520.446289 -8180.275391     -7614.486816 -10602.488281     
899.235474 473.761444     -9479.002930 -8210.450195     -7645.360352 -10564.120117     
899.101074 475.060272     -9437.276367 -8240.387695     -7676.014160 -10525.468750     
898.960999 476.354340     -9395.266602 -8270.085938     -7706.446777 -10486.534180     
898.815308 477.643585     -9352.975586 -8299.542969     -7736.657227 -10447.318359     
898.664001 478.928009     -9310.403320 -8328.759766     -7766.644531 -10407.821289     
898.507080 480.207581     -9267.550781 -8357.733398     -7796.407715 -10368.042969     
898.344543 481.482269     -9224.418945 -8386.461914     -7825.945312 -10327.984375     
898.176392 482.752045     -9181.007812 -8414.946289     -7855.256348 -10287.646484     
898.002686 484.016876     -9137.317383 -8443.183594     -7884.339355 -10247.029297     
897.823425 485.276764     -9093.350586 -8471.171875     -7913.193848 -10206.132812     
897.638672 486.531647     -9049.105469 -8498.911133     -7941.818359 -10164.958008     
897.448364 487.781525     -9004.583984 -8526.399414     -7970.211426 -10123.505859     
897.252563 489.026367     -8959.787109 -8553.635742     -7998.372070 -10081.776367     
897.051270 490.266144     -8914.714844 -8580.619141     -8026.298828 -10039.769531     
896.844482 491.500824     -8869.368164 -8607.347656     -8053.991211 -9997.486328     
896.632202 492.730377     -8823.748047 -8633.820312     -8081.447754 -9954.928711     
896.414429 493.954803     -8777.854492 -8660.036133     -8108.666992 -9912.095703     
896.191223 495.174011     -8731.688477 -8685.993164     -8135.647949 -9868.988281     
895.962585 496.388031     -8685.251953 -8711.689453     -8162.389160 -9825.607422     
